-3.797893047332763672e+00,-5.017031097412109375e+01,3.514861679077148438e+01
-2.281571388244628906e+01,-4.655905151367187500e+01,7.707170104980468750e+01
-5.472554779052734375e+01,2.479467153549194336e+00,5.096318054199218750e+01
-1.024679470062255859e+01,2.433656501770019531e+01,6.256445312500000000e+01
-1.924364662170410156e+01,-1.040759963989257812e+02,1.622825813293457031e+01
-5.655014038085937500e+01,-5.339836883544921875e+01,5.271141052246093750e+01
-4.297132873535156250e+01,6.456610107421875000e+01,6.998550415039062500e+00
-2.325882911682128906e+00,2.249807357788085938e+01,-8.110286712646484375e+00
-2.053463935852050781e+01,-6.178743743896484375e+01,-1.975229644775390625e+01
-6.576497650146484375e+01,-5.399104309082031250e+01,-8.857721328735351562e+00
-4.801446914672851562e+01,-1.861322593688964844e+01,8.468530654907226562e+00
-4.128472518920898438e+01,1.725533294677734375e+01,-3.779919052124023438e+01
-3.568100929260253906e+00,-4.938076400756835938e+01,3.485426712036132812e+01
-3.306061744689941406e+00,-4.848575973510742188e+01,3.451414489746093750e+01
-3.029445171356201172e+00,-4.752583694458007812e+01,3.414365386962890625e+01
-2.749178409576416016e+00,-4.651831054687500000e+01,3.374834442138671875e+01
-2.473110914230346680e+00,-4.547217941284179688e+01,3.333009338378906250e+01
-2.207135438919067383e+00,-4.439325714111328125e+01,3.288938522338867188e+01
-1.955376744270324707e+00,-4.328593444824218750e+01,3.242620086669921875e+01
-1.720271110534667969e+00,-4.215378952026367188e+01,3.194040679931640625e+01
-1.502616882324218750e+00,-4.099989318847656250e+01,3.143198204040527344e+01
-1.301718235015869141e+00,-3.982686996459960938e+01,3.090107536315917969e+01
-1.115662693977355957e+00,-3.863700866699218750e+01,3.034806823730468750e+01
-9.416424036026000977e-01,-3.743227386474609375e+01,2.977356338500976562e+01
-7.764031887054443359e-01,-3.621435165405273438e+01,2.917836380004882812e+01
-6.166882514953613281e-01,-3.498467254638671875e+01,2.856345558166503906e+01
-4.596204161643981934e-01,-3.374440765380859375e+01,2.793000984191894531e+01
-3.030930459499359131e-01,-3.249442291259765625e+01,2.727930831909179688e+01
-1.459669768810272217e-01,-3.123522758483886719e+01,2.661273574829101562e+01
1.180491596460342407e-02,-2.996690940856933594e+01,2.593169403076171875e+01
1.692331135272979736e-01,-2.868910598754882812e+01,2.523754119873046875e+01
3.244660198688507080e-01,-2.740101051330566406e+01,2.453152465820312500e+01
4.750422835350036621e-01,-2.610142135620117188e+01,2.381472015380859375e+01
6.182261109352111816e-01,-2.478887367248535156e+01,2.308799362182617188e+01
7.513177394866943359e-01,-2.346177482604980469e+01,2.235197067260742188e+01
8.719389438629150391e-01,-2.211856842041015625e+01,2.160704231262207031e+01
9.782658815383911133e-01,-2.075788879394531250e+01,2.085336494445800781e+01
1.069137215614318848e+00,-1.937868881225585938e+01,2.009087753295898438e+01
1.144109368324279785e+00,-1.798033905029296875e+01,1.931931686401367188e+01
1.203387498855590820e+00,-1.656269073486328125e+01,1.853825759887695312e+01
1.247706055641174316e+00,-1.512611389160156250e+01,1.774714088439941406e+01
1.278151750564575195e+00,-1.367149925231933594e+01,1.694532394409179688e+01
1.296010494232177734e+00,-1.220024585723876953e+01,1.613212394714355469e+01
1.302532672882080078e+00,-1.071422672271728516e+01,1.530686569213867188e+01
1.298832297325134277e+00,-9.215744018554687500e+00,1.446892547607421875e+01
1.285743713378906250e+00,-7.707461833953857422e+00,1.361776924133300781e+01
1.263757705688476562e+00,-6.192339897155761719e+00,1.275298118591308594e+01
1.233012676239013672e+00,-4.673565864562988281e+00,1.187428379058837891e+01
1.193284153938293457e+00,-3.154469013214111328e+00,1.098155117034912109e+01
1.144062161445617676e+00,-1.638462543487548828e+00,1.007482433319091797e+01
1.084587335586547852e+00,-1.289600878953933716e-01,9.154318809509277344e+00
1.013939261436462402e+00,1.370664954185485840e+00,8.220427513122558594e+00
9.311117529869079590e-01,2.857148170471191406e+00,7.273731708526611328e+00
8.351014852523803711e-01,4.327377319335937500e+00,6.315003395080566406e+00
7.249217033386230469e-01,5.778400897979736328e+00,5.345208644866943359e+00
5.996992588043212891e-01,7.207454204559326172e+00,4.365515708923339844e+00
4.587051868438720703e-01,8.611958503723144531e+00,3.377290964126586914e+00
3.013851046562194824e-01,9.989495277404785156e+00,2.382108926773071289e+00
1.273980587720870972e-01,1.133777809143066406e+01,1.381769180297851562e+00
-6.333907693624496460e-02,1.265457820892333984e+01,3.783178627490997314e-01
-2.706295251846313477e-01,1.393766689300537109e+01,-6.258984208106994629e-01
-4.939216673374176025e-01,1.518469619750976562e+01,-1.628159642219543457e+00
-7.322897315025329590e-01,1.639305305480957031e+01,-2.625247955322265625e+00
-9.842951297760009766e-01,1.755964851379394531e+01,-3.613250494003295898e+00
-1.247931122779846191e+00,1.868048477172851562e+01,-4.587172031402587891e+00
-1.520317673683166504e+00,1.974994659423828125e+01,-5.540198802947998047e+00
-1.797166943550109863e+00,2.075879287719726562e+01,-6.461865425109863281e+00
-2.070986509323120117e+00,2.168890380859375000e+01,-7.332893848419189453e+00
-3.707110404968261719e+00,-5.059959030151367188e+01,3.417681503295898438e+01
-3.597254991531372070e+00,-5.108320236206054688e+01,3.306547546386718750e+01
-3.475181341171264648e+00,-5.159896469116210938e+01,3.186553382873535156e+01
-3.346643924713134766e+00,-5.213592147827148438e+01,3.059942054748535156e+01
-3.217820882797241211e+00,-5.268670272827148438e+01,2.927941513061523438e+01
-3.095652818679809570e+00,-5.324507904052734375e+01,2.791399765014648438e+01
-2.987793207168579102e+00,-5.380541992187500000e+01,2.651017379760742188e+01
-2.902432203292846680e+00,-5.436262893676757812e+01,2.507438278198242188e+01
-2.847960472106933594e+00,-5.491230010986328125e+01,2.361296081542968750e+01
-2.832707166671752930e+00,-5.545095825195312500e+01,2.213233947753906250e+01
-2.864591360092163086e+00,-5.597622299194335938e+01,2.063914871215820312e+01
-2.950847625732421875e+00,-5.648688888549804688e+01,1.914022827148437500e+01
-3.097709655761718750e+00,-5.698294067382812500e+01,1.764261817932128906e+01
-3.310169458389282227e+00,-5.746542739868164062e+01,1.615348625183105469e+01
-3.591708660125732422e+00,-5.793619537353515625e+01,1.468007278442382812e+01
-3.944103717803955078e+00,-5.839757537841796875e+01,1.322958564758300781e+01
-4.367229938507080078e+00,-5.885197448730468750e+01,1.180907535552978516e+01
-4.858964443206787109e+00,-5.930149841308593750e+01,1.042527675628662109e+01
-5.415085792541503906e+00,-5.974764633178710938e+01,9.084402084350585938e+00
-6.029304027557373047e+00,-6.019105529785156250e+01,7.791934013366699219e+00
-6.693328857421875000e+00,-6.063136291503906250e+01,6.552389144897460938e+00
-7.397060394287109375e+00,-6.106731796264648438e+01,5.369088649749755859e+00
-8.128842353820800781e+00,-6.149684143066406250e+01,4.243998050689697266e+00
-8.875808715820312500e+00,-6.191737747192382812e+01,3.177603483200073242e+00
-9.624263763427734375e+00,-6.232617950439453125e+01,2.168906688690185547e+00
-1.036009693145751953e+01,-6.272067642211914062e+01,1.215510368347167969e+00
-1.106921291351318359e+01,-6.309884262084960938e+01,3.138376474380493164e-01
-1.173785972595214844e+01,-6.345940017700195312e+01,-5.405349731445312500e-01
-1.235297775268554688e+01,-6.380195999145507812e+01,-1.352475523948669434e+00
-1.290241527557373047e+01,-6.412695312500000000e+01,-2.126762390136718750e+00
-1.337517642974853516e+01,-6.443518066406250000e+01,-2.867584228515625000e+00
-1.376171207427978516e+01,-6.472714996337890625e+01,-3.578038454055786133e+00
-1.405443000793457031e+01,-6.500179290771484375e+01,-4.259866237640380859e+00
-1.424859905242919922e+01,-6.525514984130859375e+01,-4.913624286651611328e+00
-1.434371662139892578e+01,-6.547933959960937500e+01,-5.539609909057617188e+00
-1.434500026702880859e+01,-6.566294860839843750e+01,-6.139405727386474609e+00
-1.426430797576904297e+01,-6.579344177246093750e+01,-6.717565536499023438e+00
-1.411972332000732422e+01,-6.586087036132812500e+01,-7.282442569732666016e+00
-1.393391704559326172e+01,-6.586109924316406250e+01,-7.845569133758544922e+00
-1.373203182220458984e+01,-6.579699707031250000e+01,-8.419844627380371094e+00
-1.353993797302246094e+01,-6.567775726318359375e+01,-9.017260551452636719e+00
-1.338300418853759766e+01,-6.551692199707031250e+01,-9.646665573120117188e+00
-1.328493595123291016e+01,-6.533003234863281250e+01,-1.031201171875000000e+01
-1.326636791229248047e+01,-6.513184356689453125e+01,-1.101137638092041016e+01
-1.334306526184082031e+01,-6.493375396728515625e+01,-1.173745059967041016e+01
-1.352448940277099609e+01,-6.474186706542968750e+01,-1.247947120666503906e+01
-1.381342220306396484e+01,-6.455664062500000000e+01,-1.322597789764404297e+01
-1.420686244964599609e+01,-6.437389373779296875e+01,-1.396711444854736328e+01
-1.469760608673095703e+01,-6.418664550781250000e+01,-1.469567871093750000e+01
-1.527568912506103516e+01,-6.398679351806640625e+01,-1.540706729888916016e+01
-1.592935085296630859e+01,-6.376631546020507812e+01,-1.609876441955566406e+01
-1.664549064636230469e+01,-6.351806640625000000e+01,-1.676968002319335938e+01
-1.740971755981445312e+01,-6.323640060424804688e+01,-1.741952514648437500e+01
